Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer (1-4),Explanation,Difficulty,Subject,Chapter,Topic
Which pair correctly represents two major domains of development?,Reflexive and nonreflexive,Physical and psychosocial,Sensorimotor and operational,Conscious and unconscious,2,"Development is commonly divided into major domains, including physical, cognitive, and psychosocial development.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
A child born during a nationwide economic recession experiences long-term educational disadvantage because of reduced family income. This is best classified as:,Normative age-graded influence,Normative history-graded influence,Nonnormative influence,Genotype-environment covariance,2,"A nationwide economic recession affects many individuals in a particular historical period, making it a normative history-graded influence.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
A developmental psychologist is primarily interested in:,Diagnosing only mental disorders,Studying change and stability across the life span,Measuring intelligence only in school-age children,Conducting therapy for all age groups,2,Developmental psychology focuses on the scientific study of patterns of change and stability throughout the entire life span.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Which question reflects the issue of continuity versus discontinuity?,Is behavior shaped more by rewards or punishment?,Does development occur gradually or in distinct stages?,Is intelligence inherited or learned?,Does aging affect memory more than language?,2,The continuity versus discontinuity issue asks whether development unfolds gradually or through distinct qualitative stages.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Freud's theory is most closely associated with the view that:,learning occurs mainly by observation,development is driven by unconscious motives and early experiences,cognition develops through social speech alone,behavior is fully explained by reinforcement schedules,2,Freud emphasized unconscious drives and early life experiences as central forces in personality development.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Erikson differed from Freud mainly by emphasizing:,psychosexual stages over the entire life span,psychosocial challenges across the life span,classical conditioning in personality growth,moral reasoning in adolescence only,2,Erikson broadened developmental theory by focusing on psychosocial crises that continue across the entire life span.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Piaget described children as:,passive recipients of environmental input,active constructors of knowledge,driven mainly by unconscious conflicts,shaped only by cultural tools,2,Piaget viewed children as active learners who build understanding through interaction with their environment.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Vygotsky emphasized that cognitive growth is strongly influenced by:,maturation of the id,reinforcement contingencies alone,social interaction and culture,inherited intelligence only,3,"Vygotsky stressed that cognitive development is shaped by social interaction, language, and cultural context.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
"In Bronfenbrenner's ecological theory, the child's immediate setting is the:",chronosystem,exosystem,mesosystem,microsystem,4,"The microsystem refers to the child's direct, immediate environment, such as family, school, and peers.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
A researcher who follows the same group of children from age 5 to age 15 is using a:,cross-sectional design,longitudinal design,correlational design,case-study design,2,A longitudinal design studies the same individuals over time to examine developmental change.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Which is the strongest advantage of an experiment?,It always reflects real-life conditions,It can establish cause-and-effect relationships better than most other designs,It avoids all ethical issues,It eliminates the need for sampling,2,"Experiments allow manipulation and control of variables, making them especially useful for identifying causal relationships.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Which practice best protects research participants ethically?,Withholding all information about the study from all participants,Using deception whenever it makes data collection easier,Obtaining informed consent and minimizing foreseeable harm,Publishing raw identifying data for replication,3,Ethical research requires respecting participant autonomy through informed consent and protecting them from unnecessary harm.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Fertilization normally occurs in the:,uterus,cervix,fallopian tube,placenta,3,Fertilization typically takes place in the fallopian tube before the zygote travels to the uterus for implantation.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
A fertilized ovum that divides into two separate embryos will most likely result in:,fraternal twins,monozygotic twins,triplets,dizygotic twins of different sexes,2,Monozygotic twins result when one fertilized egg splits into two embryos.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
The observable expression of genetic inheritance is called the:,genotype,phenotype,gamete,zygote,2,Phenotype refers to the observable characteristics produced by the interaction of genotype and environment.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Down syndrome is most commonly associated with:,recessive inheritance,sex-linked inheritance,chromosomal abnormality involving an extra chromosome 21,lack of prenatal nutrition only,3,"Down syndrome is most commonly caused by trisomy 21, or the presence of an extra chromosome 21.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
The period of prenatal development when the organs begin to form is the:,germinal period,fetal period,embryonic period,neonatal period,3,"Organ formation begins during the embryonic period, making this phase especially critical for normal development.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Which maternal factor is strongly associated with fetal alcohol spectrum disorders?,high-protein diet,alcohol use during pregnancy,advanced paternal age alone,short labor duration,2,Fetal alcohol spectrum disorders result from prenatal exposure to alcohol.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
The age of viability refers to the point at which:,fertilization can occur,the fetus can survive outside the womb with medical support,the mother first feels fetal movement,labor begins spontaneously,2,"Viability is the point at which the fetus has developed enough to survive outside the uterus, usually with medical assistance.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Cephalocaudal development refers to development proceeding:,from the center outward,from head to toe,from toe to head,from large muscles to small muscles only,2,Cephalocaudal development describes the pattern in which growth and motor control proceed from the head downward.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
The rooting reflex helps the infant:,grasp objects,turn toward a touch on the cheek and seek the nipple,maintain balance,coordinate walking movements,2,The rooting reflex helps the infant locate a food source by turning toward stimulation near the mouth.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
A baby born weighing significantly less than expected for gestational age is at increased risk primarily because:,low birth weight is always caused by poor parenting,prematurity and restricted growth are linked with developmental complications,intelligence is fixed at birth,it guarantees lifelong disability,2,"Low birth weight is associated with increased risk for health and developmental problems, especially when due to prematurity or growth restriction.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Which statement about infant brain development is most accurate?,Brain development is complete at birth,Experience has little effect on neural connections,"Neural growth is rapid early in life, and experience helps strengthen or eliminate connections",Pruning always indicates damage,3,"Early brain development involves rapid neural growth, and experience plays a major role in strengthening useful connections and pruning unused ones.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
"According to Piaget, object permanence develops during the:",preoperational stage,formal operational stage,sensorimotor stage,concrete operational stage,3,Piaget placed the emergence of object permanence within the sensorimotor stage of infancy.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Habituation in infancy refers to:,distress at a new stimulus,decreasing response to repeated stimulation,fear of strangers,learned helplessness,2,"Habituation occurs when an infant shows reduced response after repeated exposure to the same stimulus, indicating familiarity.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
"A researcher repeatedly presents a visual pattern to an infant until the infant loses interest, then introduces a new pattern. This primarily assesses:",social referencing,habituation and discrimination,attachment security,moral reasoning,2,This method examines whether the infant becomes habituated to a repeated stimulus and notices a difference when a new stimulus appears.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
The concept of the zone of proximal development is associated with:,Piaget,Freud,Vygotsky,Skinner,3,Vygotsky introduced the zone of proximal development to describe the range of tasks a child can perform with guidance but not yet independently.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Child-directed speech is characterized by:,rapid rate and abstract vocabulary,"short sentences, exaggerated intonation, and simple words",grammatical errors designed to confuse the child,total absence of emotional tone,2,Child-directed speech uses simple structure and expressive tone to support language learning and attention.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Noam Chomsky is best known for proposing that:,language is learned only by imitation,language development depends on a built-in capacity for language,intelligence precedes all communication,private speech is the main basis of language,2,Chomsky proposed that humans are biologically prepared for language acquisition through an innate language capacity.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Trust versus mistrust is the central psychosocial conflict of:,infancy,early childhood,middle childhood,adolescence,1,Erikson identified trust versus mistrust as the major psychosocial conflict of infancy.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Mary Ainsworth is best known for her work on:,moral reasoning,attachment patterns,operant conditioning,identity statuses,2,Ainsworth is known for identifying attachment patterns through her Strange Situation research.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
A securely attached infant is most likely to:,ignore the caregiver completely,use the caregiver as a secure base for exploration,avoid all contact after separation,show no distress under any condition,2,Securely attached infants explore their environment confidently while relying on the caregiver as a source of safety and comfort.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Social referencing occurs when infants:,imitate television characters,look to a trusted adult for cues about an unfamiliar situation,prefer peers to caregivers,develop object permanence,2,Social referencing involves using another person's emotional cues to guide one's behavior in uncertain situations.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Temperament refers to:,learned moral values,"biologically based, relatively stable styles of emotional reactivity and regulation",unconscious sexual drives,fixed intelligence levels,2,"Temperament refers to early-emerging, biologically influenced patterns of emotional response and self-regulation.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
The rouge test is commonly used to assess:,language delay,self-recognition,stranger anxiety,handedness,2,"The rouge test measures whether a child recognizes the self in a mirror, which indicates self-awareness.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
"According to Erikson, autonomy versus shame and doubt is central during:",infancy,toddlerhood,middle childhood,adolescence,2,Erikson viewed toddlerhood as the period in which children develop autonomy through growing self-control and independence.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Piaget's preoperational child is especially likely to show:,hypothetical-deductive reasoning,conservation,egocentrism and centration,formal logic,3,"Preoperational thinking is marked by egocentrism and centration, limiting the child's ability to consider multiple aspects of a situation.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
"A child says that a taller glass has more water than a shorter, wider glass, even after seeing the same amount poured from one to the other. This shows failure of:",accommodation,object permanence,conservation,reversibility only,3,"The child fails to understand that quantity remains constant despite changes in appearance, demonstrating lack of conservation.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Theory of mind refers to understanding that:,all children think alike,"people have mental states such as beliefs, desires, and intentions",behavior is determined entirely by reinforcement,dreams are more real than waking life,2,Theory of mind is the understanding that people's behavior is influenced by internal mental states.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Private speech in young children is best interpreted by Vygotsky as:,evidence of pathology,immature egocentrism only,a tool for self-guidance and self-regulation,random language without function,3,Vygotsky viewed private speech as a meaningful tool children use to guide thinking and behavior.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Which parenting style is generally linked with the most positive developmental outcomes?,Authoritarian,Neglectful,Authoritative,Permissive,3,"Authoritative parenting combines warmth and structure, which is generally associated with healthier developmental outcomes.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Preschool children's play increasingly becomes:,entirely reflexive,more symbolic and socially coordinated,less imaginative over time,unrelated to cognitive growth,2,"As preschoolers develop cognitively and socially, their play becomes more imaginative, symbolic, and cooperative.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
"According to Erikson, the central conflict of early childhood is:",initiative versus guilt,identity versus role confusion,industry versus inferiority,integrity versus despair,1,Erikson identified initiative versus guilt as the key psychosocial conflict of early childhood.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Middle childhood is marked cognitively by the emergence of:,sensorimotor intelligence,concrete operational thought,preconventional morality only,postformal thought,2,"During middle childhood, children develop concrete operational thinking, allowing more logical reasoning about tangible situations.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
"In concrete operational thought, children improve especially in:",abstract hypothetical reasoning,conservation and classification,egocentric speech,object permanence,2,"Concrete operational children become better at mental operations such as conservation, classification, and logical grouping.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Metamemory refers to:,loss of memory with age,one's knowledge about how memory works,unconscious memories,photographic memory,2,Metamemory is awareness and understanding of memory processes and strategies.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
A child who organizes information into meaningful groups to remember it is using:,scaffolding,centration,a mnemonic strategy,reciprocal determinism,3,"Organizing information into meaningful groups is a memory aid, or mnemonic strategy, that improves recall.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Which statement about IQ is most accurate?,It is unaffected by environment,It is a perfect measure of all forms of intelligence,It reflects certain cognitive abilities but is influenced by both heredity and environment,It remains identical across the entire life span in all areas,3,"IQ reflects important cognitive abilities, but it is shaped by both genetic and environmental influences and is not a complete measure of all intelligence.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Erikson's industry versus inferiority is especially relevant to:,willingness to explore unfamiliar settings,mastery of valued skills in school and society,formation of marital intimacy,adjustment to retirement,2,"Industry versus inferiority centers on children's efforts to develop competence in tasks valued by school, family, and society.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Peer acceptance in middle childhood is important because it is linked to:,no later adjustment outcomes,social competence and emotional well-being,automatic academic failure,independence from all adults,2,"Positive peer relationships contribute to children's social adjustment, self-esteem, and emotional development.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Bullying is best understood as:,harmless teasing between equals,repeated aggression involving a power imbalance,a sign of advanced social intelligence,always physical rather than relational,2,Bullying involves repeated harmful behavior in which one person holds more power than the target.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Puberty refers to:,cognitive maturity,physical changes leading to sexual maturity,social independence from parents,the start of legal adulthood,2,Puberty consists of biological changes that lead to reproductive maturity.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Early-maturing boys are often:,always socially rejected,viewed more positively in many peer contexts,less likely to engage in risk behavior,indistinguishable from late maturers in all settings,2,Early-maturing boys are often perceived as more mature or socially desirable in peer settings.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Piaget's formal operational stage involves:,object permanence,symbolic play only,abstract and hypothetical reasoning,learning by conditioning only,3,Formal operational thought allows adolescents to reason abstractly and think hypothetically.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Adolescent egocentrism includes the belief that:,adults think exactly like adolescents,one's experiences are unique and others are constantly noticing them,no one can reason logically,moral rules never change,2,"Adolescent egocentrism includes the personal fable and imaginary audience, reflecting beliefs of uniqueness and constant observation by others.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Kohlberg's theory focused on the development of:,attachment security,moral reasoning,psychosexual identity,intelligence testing,2,Kohlberg's theory examined how moral reasoning develops through increasingly complex levels and stages.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Carol Gilligan criticized Kohlberg partly because his model:,ignored moral reasoning completely,overemphasized care and relationships,may have undervalued a care-based orientation in moral thought,was based entirely on infant studies,3,"Gilligan argued that Kohlberg's model may have overlooked moral reasoning centered on care, relationships, and responsibility.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
James Marcia's identity statuses are based on the dimensions of:,trust and mistrust,assimilation and accommodation,crisis/exploration and commitment,ego and superego,3,Marcia classified identity development according to whether an individual has explored alternatives and made commitments.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
An adolescent actively exploring alternatives but not yet committed is in:,identity achievement,foreclosure,moratorium,diffusion,3,Moratorium describes a status in which the adolescent is actively exploring but has not yet committed to a clear identity choice.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Authoritative parenting during adolescence is generally associated with:,poorer monitoring and higher delinquency,better adjustment and self-regulation,complete absence of parent-child conflict,automatic academic excellence without effort,2,"Authoritative parenting supports adolescent competence, better adjustment, and stronger self-regulation.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Juvenile delinquency is best understood as resulting from:,one single biological cause,only poor parenting,"interaction of biological, family, peer, and community influences",moral immaturity alone,3,"Juvenile delinquency is multidetermined and is best explained by interacting biological, family, peer, and broader social factors.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Emerging adulthood is best described as:,a period of fixed adult roles immediately after puberty,"a transitional period of exploration in love, work, and identity",a stage limited to married persons,the same as middle adulthood,2,Emerging adulthood is characterized by identity exploration and instability in major areas such as relationships and vocation.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Postformal thought in adulthood is often described as:,less logical than childhood thought,more rigid than adolescent thought,"practical, flexible, and able to deal with ambiguity",identical to sensorimotor thinking,3,"Postformal thought is often viewed as realistic, flexible, and capable of handling contradictions and ambiguity.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Schaie's life-span model is associated with:,adult cognitive development,attachment development,psychosexual stages,operant conditioning,1,Schaie's life-span model describes changing uses and patterns of intelligence across adulthood.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Sternberg's triarchic theory includes:,"id, ego, and superego","analytical, creative, and practical intelligence","sensory, short-term, and long-term memory","crystallized, fluid, and emotional intelligence only",2,"Sternberg proposed that intelligence consists of analytical, creative, and practical components.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
The psychosocial task most associated with young adulthood in Erikson's theory is:,initiative versus guilt,industry versus inferiority,intimacy versus isolation,integrity versus despair,3,Erikson identified intimacy versus isolation as the central psychosocial conflict of young adulthood.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
"In research on adult relationships, cohabitation is best viewed as:",always identical in meaning across all couples,uniformly associated with poor outcomes,variable in meaning and outcome depending on context and commitment,impossible before marriage,3,"Cohabitation differs widely in meaning, stability, and outcome depending on the couple's circumstances and level of commitment.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Generativity in middle adulthood refers mainly to:,withdrawal from society,concern for guiding the next generation,cognitive slowing,dependence on adult children,2,Generativity refers to the adult's desire to contribute to society and guide future generations.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
The idea of a universal midlife crisis is best supported by research as:,inevitable for nearly all adults,a normative biological event,not universal; midlife experiences vary greatly,present only in women,3,"Research shows that a midlife crisis is not universal, and midlife experiences differ substantially among adults.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Fluid intelligence generally refers to:,accumulated knowledge,vocabulary and acquired information,novel problem-solving ability,wisdom based on life review,3,Fluid intelligence refers to the ability to solve new problems and think flexibly in unfamiliar situations.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Crystallized intelligence generally refers to:,speed of processing,accumulated knowledge and verbal skills,reflexive behavior,visual acuity,2,"Crystallized intelligence reflects knowledge, vocabulary, and skills acquired through education and experience.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Which statement about creativity in middle adulthood is most accurate?,Creativity always disappears by age 40,Creativity may remain strong and can be supported by expertise and opportunity,Creativity is unrelated to experience,Only artists show creativity,2,"Creativity can remain high in middle adulthood, especially when supported by accumulated knowledge, expertise, and opportunity.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Retirement adjustment is usually best predicted by:,age alone,sudden cognitive decline in all retirees,"health, finances, identity, and social support",whether one has grandchildren,3,"Retirement adjustment depends on multiple personal and contextual factors such as health, financial security, sense of identity, and social support.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Selective optimization with compensation refers to:,a method of infant conditioning,"a strategy of adapting to aging by focusing on priorities, maximizing strengths, and offsetting losses",a theory of adolescent risk-taking,a test of executive function,2,"Selective optimization with compensation describes how older adults adapt by prioritizing goals, building on strengths, and compensating for losses.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Dementia is:,a normal and inevitable part of aging,severe cognitive impairment that interferes with daily functioning,equivalent to wisdom,caused only by depression,2,Dementia is a serious cognitive decline that disrupts everyday functioning and is not a normal consequence of aging.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Which memory tends to show relative preservation in many older adults?,Working memory under all conditions,Episodic recall for recent events only,Some forms of semantic and procedural memory,Sensory memory only,3,"In many older adults, general knowledge and well-practiced skills remain relatively preserved compared with some other memory systems.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Erikson's final psychosocial conflict is:,trust versus mistrust,identity versus role confusion,generativity versus stagnation,integrity versus despair,4,Erikson's final psychosocial stage involves reflecting on one's life with either acceptance and wholeness or regret and despair.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Ego integrity is most closely associated with:,resentment over all life choices,acceptance of one's life as meaningful and coherent,refusal to acknowledge aging,dependence on others for self-worth,2,"Ego integrity involves accepting one's life as meaningful, complete, and worth living.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Widowhood in late adulthood is best understood as:,a uniform experience with identical outcomes,always more distressing for men than women,"a major transition shaped by prior relationship quality, health, support, and finances",irrelevant to well-being after age 65,3,"Widowhood is a major life transition whose impact depends on personal, relational, and contextual factors.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
K�bler-Ross is most associated with:,operant conditioning,stages commonly discussed in relation to dying,attachment categories,intelligence testing,2,K�bler-Ross is widely associated with the stages often discussed in relation to responses to dying.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Bereavement refers to:,the biological process of dying,the emotional response to loss only in children,the state of having suffered a loss through death,denial of mortality,3,Bereavement refers to the condition of having experienced the death of someone significant.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Which statement about grief is most accurate?,Healthy grief follows the same fixed sequence in all people,Grief patterns vary considerably across persons and cultures,Grief should end completely within one month,Intense grief always indicates psychopathology,2,"Grief does not follow a single universal pattern and varies across individuals, relationships, and cultural contexts.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
A patient with terminal illness prepares an advance directive refusing certain life-sustaining procedures. This primarily reflects:,random impulsivity,exercise of autonomous end-of-life decision making,abandonment of treatment by the family,unlawful refusal of care in all cases,2,An advance directive reflects a person's autonomous choice about future medical care and end-of-life treatment.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
"According to the PAP Code of Ethics and RA 10029-related practice boundaries, only who may legally practice psychology or psychometrics?",Any psychology graduate with internship experience,Only licensed and registered psychologists and psychometricians,Any guidance counselor administering tests,Any physician interested in mental testing,2,RA 10029 and related ethical standards require that the legal practice of psychology and psychometrics be done only by licensed and registered professionals.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
A psychometrician is asked to administer an unfamiliar specialized neuropsychological battery without training. The most ethical response is to:,proceed to gain experience,administer only the easy subtests,decline or refer unless competence is first obtained,allow the client to self-administer online,3,Ethical practice requires working within one's professional competence and making appropriate referrals when necessary.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Which action best reflects proper delegation of work?,Delegating confidential test scoring to an untrained friend,Assigning tasks only to persons competent to perform them and informing the client of delegation,Letting any staff member interpret test results,Delegating work without supervision to save time,2,Proper delegation requires that tasks be assigned only to competent individuals and that the client be informed appropriately.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
"Before beginning telepsychology services, the practitioner should:",assume online work is exempt from informed consent,"obtain informed consent and explain risks, limits, and procedures",record sessions automatically without discussion,ignore possible technology interruptions,2,"Telepsychology requires informed consent, including discussion of privacy risks, limitations, and the procedures for remote service delivery.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
"A client discloses suicidal intent with a clear imminent plan. Under the Code, the psychologist may disclose information:","never, because confidentiality is absolute",only after the client signs a publicity waiver,when necessary after careful deliberation to protect the client or community from imminent danger,only to friends chosen by the therapist,3,Confidentiality may be limited when disclosure is necessary to protect the client or others from imminent serious harm.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Which practice is ethically correct in assessment?,Releasing raw test items freely to anyone who asks,Using photocopied test materials if the originals are expensive,"Selecting valid, reliable, appropriate tools and protecting test security",Interpreting results without considering client characteristics,3,Ethical assessment requires the use of appropriate psychometric tools and the protection of test materials and interpretation processes.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
A practitioner posts on social media that their services guarantee cure for depression. This is unethical mainly because it:,is too brief to be useful,makes deceptive and unsupported public claims,uses social media,discusses mental health publicly at all,2,"Ethical standards prohibit false, deceptive, or misleading public statements about professional services and outcomes.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
"A psychology practitioner is asked by a school principal to assess a student. Ethically, the practitioner should clarify at the outset:",only the testing fee,"who the client is, the role of the practitioner, probable uses of information, and limits of confidentiality",only the student's diagnosis,that results will be shared with all teachers automatically,2,"In third-party requests for services, ethical practice requires clarifying roles, client identity, intended use of information, and limits of confidentiality.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
"In research with participants below 18 years old, ethical practice requires:",assent from the child only,"consent from parents only, never assent",informed assent from the minor and informed consent from parent or legal guardian,no consent if the study is educational,3,"Research with minors requires parental or guardian consent and, when appropriate, the child's assent.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
A researcher offers an excessively large payment to economically disadvantaged participants for a high-risk study. The main ethical concern is:,low external validity,coercion or undue inducement,poor operational definition,maturation effects,2,"Excessive payment may pressure vulnerable individuals to participate against their better judgment, compromising voluntary consent.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Which statement best reflects ethical handling of recorded client sessions?,Recording is acceptable whenever it helps supervision,"Consent must be obtained before recording voices or images, with anticipated uses explained",Recording is allowed if the client remains silent,Recordings can be posted for teaching if names are removed informally,2,"Ethical practice requires prior informed consent before recording, along with a clear explanation of how the recording will be used.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
"In early adulthood, intimacy is best understood as:",sexual activity alone,"capacity for close, reciprocal commitment without losing one's identity",dependence on parents for approval,avoidance of emotional vulnerability,2,"Healthy intimacy involves forming close, mutual relationships while maintaining a stable sense of self.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Which scenario best illustrates reciprocal determinism in Bandura's view?,Biology alone shapes all behavior,"Behavior, personal factors, and environment influence one another",Reinforcement is irrelevant to learning,Cognitive factors never affect behavior,2,"Reciprocal determinism means that behavior, internal personal factors, and the environment continuously interact and influence each other.",Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
A child watches an older sibling aggressively seize toys and then imitates the behavior. This is best explained by:,classical conditioning,observational learning,object permanence,equilibration,2,Observational learning occurs when behavior is acquired by watching and imitating a model.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Which best illustrates a sensitive period?,A time when learning is impossible after infancy,A period when certain experiences are especially influential for development,A stage that occurs only in adolescence,A theory that maturation has no role,2,A sensitive period is a developmental window during which particular experiences have especially strong effects on growth.,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
A practitioner's personal stress is beginning to impair concentration during sessions. The most ethical action is to:,continue practice unchanged to avoid losing income,increase caseload to improve confidence,"seek consultation or assistance and consider limiting, suspending, or terminating affected duties",ask clients to adjust to the practitioner's condition,3,Ethical practice requires practitioners to monitor impairment and take appropriate steps to protect clients when personal problems interfere with competence. DEVELOPMENTAL PSYCHOLOGY EXAM 8,Medium,Developmental Psychology,Chapter 7,Chapter 7 Set 7
Which statement best reflects the life-span perspective in developmental psychology?,Development ends once biological maturity is reached.,Development consists only of age-related gains.,Development involves both change and stability from conception to death.,Development is determined primarily by heredity.,3,Life-span developmental psychology views development as a lifelong process involving both continuity and change across all periods of life.,Medium,Developmental Psychology,Chapter 8,Chapter 8 Set 8
"A developmental psychologist wants to compare the vocabulary of 4-year-olds, 8-year-olds, and 12-year-olds at one point in time. Which design is most appropriate?",Longitudinal design,Cross-sectional design,Sequential design,Case study design,2,"A cross-sectional design compares groups of different ages at the same time, making it appropriate for vocabulary comparisons across age groups.",Medium,Developmental Psychology,Chapter 8,Chapter 8 Set 8
Which theorist emphasized the psychosocial crisis of trust versus mistrust during infancy?,Jean Piaget,Erik Erikson,B. F. Skinner,Lawrence Kohlberg,2,"Erikson proposed psychosocial stages, and trust versus mistrust is the major crisis of infancy in his theory.",Medium,Developmental Psychology,Chapter 8,Chapter 8 Set 8
