Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer (1-4),Explanation,Difficulty,Subject,Chapter,Topic
"A company wants supervisors to learn how to handle harassment complaints appropriately. Trainees first watch models demonstrate effective and ineffective supervisory responses, then practice the preferred behaviors. This is:",vestibule training,behavior modeling,sensitivity training,organizational development,2,"Behavior modeling training uses live or recorded models to demonstrate effective and ineffective behavior, followed by trainee practice of the appropriate responses. It is grounded in observational learning.",medium,Industrial/Organizational Psychology,Chapter 8,Designing and Evaluating Training Systems
Which statement best distinguishes behavior modeling from a standard lecture?,Behavior modeling is useful only for technical skills.,Behavior modeling emphasizes observing models and practicing the desired behavior.,Behavior modeling does not require feedback.,Behavior modeling is primarily designed for knowledge recall.,2,"Behavior modeling differs from lecture because it is not limited to verbal presentation. It relies on observing role models, seeing consequences, and then rehearsing the preferred behavior.",medium,Industrial/Organizational Psychology,Chapter 8,Designing and Evaluating Training Systems
Which onsite training method places inexperienced workers in the actual work setting under the guidance of an experienced employee?,audiovisual instruction,seminar,on-the-job training,case study,3,On-the-job training places a worker directly in the work setting to learn under the guidance of an experienced employee. It is among the most widely used onsite methods.,medium,Industrial/Organizational Psychology,Chapter 8,Designing and Evaluating Training Systems
A skilled trades program combines classroom instruction with long-term supervised practice in the actual work environment. This is best described as:,programmed instruction,apprenticeship,vestibule training,management game,2,Apprenticeship combines extended supervised practice in the workplace with formal classroom instruction. It is common in skilled trades and long-term skill development.,medium,Industrial/Organizational Psychology,Chapter 8,Designing and Evaluating Training Systems
"A company creates a training area adjacent to the actual production floor, complete with identical equipment, so employees can practice safely before working on live output. This is:",role-play,vestibule training,behavior modeling,action learning,2,"Vestibule training creates a training environment adjacent to the actual worksite using similar equipment, allowing safe hands-on practice before live production begins.",medium,Industrial/Organizational Psychology,Chapter 8,Designing and Evaluating Training Systems
Which training technique is specifically designed to broaden employee experience by moving workers through several different jobs?,job rotation,mentoring,lecture,coaching,1,Job rotation is used to broaden employee experience by moving workers through various jobs or assignments. It develops flexibility and wider understanding of organizational work.,medium,Industrial/Organizational Psychology,Chapter 8,Designing and Evaluating Training Systems
A firm delivers standardized training to all branches through prerecorded video modules that show correct machine operation using replay and slow motion. One major advantage of this method is:,it guarantees skill transfer without follow-up,it eliminates the need for any trainer preparation,it promotes uniformity of instruction across trainees,it is always superior to all onsite methods,3,"Audiovisual instruction can ensure that all trainees receive the same information in the same format, which supports consistency across locations and groups.",medium,Industrial/Organizational Psychology,Chapter 8,Designing and Evaluating Training Systems
A training manager chooses webinar delivery for geographically dispersed employees. Which limitation should be considered most carefully?,Webinars cannot present verbal information.,Webinars are ineffective for all managerial training.,Training quality may depend heavily on the presenter and trainee engagement.,Webinars prevent any standardization of content.,3,"Seminars and webinars can be effective, but they are often only as good as the presenter and the extent to which they actively engage trainees. Passive delivery can weaken learning.",medium,Industrial/Organizational Psychology,Chapter 8,Designing and Evaluating Training Systems
Which statement best reflects the concept of transfer of training?,The extent to which trainees enjoy the training session,The degree to which what is learned is applied on the job,The number of employees attending the program,The cost of delivering the training,2,Transfer of training concerns whether training carries over into actual work behavior. It is one of the most important indicators of meaningful training success.,medium,Industrial/Organizational Psychology,Chapter 8,Designing and Evaluating Training Systems
Transfer of training is most likely to occur when:,the training content differs substantially from actual job tasks,employees are denied opportunities to use newly learned skills,the work environment supports the use of newly learned behaviors,participation in training is perceived as punitive,3,Transfer improves when the work environment supports and reinforces the newly learned behavior and when trainees have opportunities to use it on the job.,medium,Industrial/Organizational Psychology,Chapter 8,Designing and Evaluating Training Systems
A training specialist increases the likelihood of transfer by ensuring that trainees practice tasks closely resembling actual job duties and receive feedback tied to specific goals. This approach is most consistent with:,maximizing similarity between training and job conditions,reducing all trainee autonomy,relying only on reaction criteria,avoiding managerial involvement,1,Training transfer is stronger when training tasks closely resemble actual job tasks and when feedback and goal-setting reinforce performance. This increases the chance that learned behavior will generalize to the worksite.,medium,Industrial/Organizational Psychology,Chapter 8,Designing and Evaluating Training Systems
Which factor refers to an employee's willingness and preparedness to benefit from training?,training bandwidth,trainee readiness,adverse impact,halo effect,2,Trainee readiness refers to the trainee's preparedness and willingness to learn. Readiness affects how much benefit the employee can derive from training.,medium,Industrial/Organizational Psychology,Chapter 8,Designing and Evaluating Training Systems
"During implementation, trainees are told how the program will benefit both them and the organization, and they receive feedback as they progress. The primary purpose of this practice is to:",replace evaluation with motivation,strengthen motivation and engagement in training,eliminate the need for transfer strategies,reduce the need for clear objectives,2,"Providing a rationale for training and giving progress feedback helps motivate trainees, increase buy-in, and sustain active participation during implementation.",medium,Industrial/Organizational Psychology,Chapter 8,Designing and Evaluating Training Systems
A training program is evaluated by asking participants to rate how useful and enjoyable they found the session immediately after it ends. This is an example of:,learning criteria,behavioral criteria,reaction criteria,results criteria,3,"Reaction criteria assess trainees' impressions of the training, such as perceived value, satisfaction, and enjoyment. These are commonly gathered immediately after training.",medium,Industrial/Organizational Psychology,Chapter 8,Designing and Evaluating Training Systems
An organization gives trainees a knowledge test before and after a training session to determine how much information they retained. The outcome being assessed is:,reaction criteria,learning criteria,results criteria,organizational criteria,2,"Learning criteria measure how much knowledge or skill has actually been acquired, often through tests administered after or around the training period.",medium,Industrial/Organizational Psychology,Chapter 8,Designing and Evaluating Training Systems
A supervisor observes whether employees actually use newly learned de-escalation techniques when interacting with difficult clients after training. This is an example of:,reaction criteria,learning criteria,behavioral criteria,utility criteria,3,Behavioral criteria assess whether trainees use newly learned skills once back on the job. Supervisor observation is a common measurement method.,medium,Industrial/Organizational Psychology,Chapter 8,Designing and Evaluating Training Systems
"After sales training, the company examines whether branch revenue, service quality, and customer retention improved enough to justify program costs. This reflects:",learning criteria,results criteria,person analysis,reaction criteria,2,"Results criteria evaluate outcomes important to the organization, such as productivity, sales, quality, retention, or cost-benefit return. These are often the most consequential evaluation indicators.",medium,Industrial/Organizational Psychology,Chapter 8,Designing and Evaluating Training Systems
A company compares employee test scores before and after training but does not use a comparison group. Which evaluation design is being used?,Solomon four-group design,posttest-only control group design,pretest-posttest design,random block design,3,"A pretest-posttest design compares the same group before and after training. It is common, but weak when used alone because changes may be due to factors other than training.",medium,Industrial/Organizational Psychology,Chapter 8,Designing and Evaluating Training Systems
Why is a simple pretest-posttest design generally considered inadequate for evaluating training effectiveness?,It cannot measure reaction criteria.,It lacks a good comparison group.,It cannot be used in organizational settings.,It measures only financial outcomes.,2,"Without a control or comparison group, a simple pretest-posttest design cannot rule out alternative explanations for change, such as maturation, external events, or repeated testing effects.",medium,Industrial/Organizational Psychology,Chapter 8,Designing and Evaluating Training Systems
Which evaluation design is more rigorous because it uses both a training group and a control or comparison group?,one-shot case study,post hoc field review,control-group evaluation design,job rotation matrix,3,A more rigorous training evaluation compares a trained group with a control or comparison group not exposed to the intervention. This improves causal inference about training effectiveness.,medium,Industrial/Organizational Psychology,Chapter 8,Designing and Evaluating Training Systems
A highly sophisticated training evaluation uses two training groups and two control groups to strengthen conclusions about program effectiveness. This is:,multiple regression design,Solomon four-group design,concurrent validation design,cross-sectional survey design,2,The Solomon four-group design is a sophisticated evaluation design using two training groups and two control groups. It helps separate training effects from testing effects and other threats to validity.,medium,Industrial/Organizational Psychology,Chapter 8,Designing and Evaluating Training Systems
Which statement best reflects a legal and ethical principle relevant to employee training programs?,Training opportunities may be limited to favored groups if costs are high.,"Training and educational prerequisites must not unfairly discriminate on the basis of sex, age, ethnicity, or disability.",Organizations may deny accommodation if the training content is standardized.,"Ethical concerns apply only to psychologists, not psychometricians.",2,"Training systems must be legally fair and ethically defensible. Training access, prerequisites, and procedures should not unfairly discriminate against protected groups.",medium,Industrial/Organizational Psychology,Chapter 8,Designing and Evaluating Training Systems
"A registered psychometrician in an HR unit is asked to administer and score structured personality tests for a training-needs project and prepare a written summary, but only under the oversight of a licensed psychologist. This arrangement is most consistent with:",unrestricted independent practice by psychometricians,the authorized but supervised functions of psychometricians,a violation because psychometricians may not use any tests,a rule that only managers may interpret structured tests,2,"RA 10029 allows psychometricians to administer and score objective and structured personality tests, interpret results, and prepare written reports when these functions are performed under the supervision of a licensed psychologist.",medium,Industrial/Organizational Psychology,Chapter 8,Designing and Evaluating Training Systems
"A psychometrician includes identifiable training assessment data from employees in a seminar presentation without consent and without disguising identities. Under Philippine ethical standards, this is primarily a violation of:",organizational analysis,confidentiality and privacy protections,transfer of training,criterion contamination,2,"Philippine ethical standards require protection of privacy and confidentiality and prohibit disclosure of identifiable client information in public presentations without proper consent, legal basis, or adequate disguise.",medium,Industrial/Organizational Psychology,Chapter 8,Designing and Evaluating Training Systems
"During a role-play on grievance handling, a facilitator pressures a distressed employee-participant to continue reenacting a traumatic workplace incident despite visible emotional harm. The most appropriate ethical judgment is that the facilitator failed to uphold the principle of:",cost-efficiency,competent caring and avoidance of harm,adverse impact monitoring,top-down selection,2,"Ethical standards require psychology practitioners to act with competent caring, avoid harming participants, and minimize foreseeable harm during professional activities, including training exercises.",medium,Industrial/Organizational Psychology,Chapter 8,Designing and Evaluating Training Systems
Motivation is best defined as the force that:,predicts job satisfaction from wage level alone,"energizes, directs, and sustains behavior toward goals",ensures equal treatment of all workers in all situations,guarantees high performance regardless of skill,2,"Motivation refers to the force that energizes behavior, directs it toward particular goals, and sustains effort over time.",medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
A supervisor notices that an employee exerts effort only when commissions are increased. This behavior is best explained by:,intrinsic motivation,self-actualization,extrinsic motivation,relatedness,3,"Extrinsic motivation occurs when behavior is driven by external rewards or consequences, such as increased commissions.",medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
Which situation best illustrates intrinsic motivation?,An employee works overtime only because of a cash bonus,A worker completes a difficult task because mastering it is personally satisfying,A staff member follows orders to avoid suspension,A clerk attends training to maintain employment eligibility,2,"Intrinsic motivation is driven by internal rewards such as mastery, accomplishment, and personal satisfaction in doing the task itself.",medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
"According to self-determination theory, which combination most likely promotes sustained motivation?","Autonomy, competence, and relatedness","Pay, punishment, and surveillance","Seniority, tenure, and rank","Competition, anxiety, and scarcity",1,"Self-determination theory proposes that sustained motivation is fostered when people experience autonomy, competence, and relatedness.",medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
"A manager redesigns work so that employees can choose how to complete assignments, receive skill-building opportunities, and collaborate closely with teammates. This most directly supports:",equity theory,self-determination theory,reinforcement theory,expectancy theory,2,"The redesign supports autonomy through choice, competence through skill-building, and relatedness through collaboration, which are the key elements of self-determination theory.",medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
Which need is emphasized in McClelland's theory but not treated as a separate major need in Maslow's original hierarchy?,Physiological need,Safety need,Need for power,Self-actualization,3,"McClelland's theory highlights the need for power as a major motivational need, whereas Maslow's original hierarchy does not identify it as a separate major category.",medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
"An employee constantly seeks opportunities to excel, prefers moderately challenging tasks, and wants clear feedback on results. This profile best reflects a high need for:",affiliation,achievement,security,existence,2,"A high need for achievement is shown by a preference for challenge, excellence, and clear feedback regarding performance.",medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
Which employee is most likely high in need for affiliation?,One who prefers solitary tasks and minimal interaction,One who seeks warm relationships and group acceptance,One who is motivated mainly by technical mastery,One who is driven primarily by formal authority,2,"Need for affiliation refers to the desire for positive interpersonal relationships, acceptance, and belongingness.",medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
"In reinforcement theory, behavior is most likely to be repeated when it is followed by:",extinction,punishment,positive consequences,role ambiguity,3,Reinforcement theory states that behavior followed by positive consequences is more likely to be repeated.,medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
A company gives public recognition each time an employee meets a safety target. This is an example of:,positive reinforcement,punishment,response generalization,cognitive dissonance,1,"Positive reinforcement occurs when a desirable consequence, such as public recognition, is added after a target behavior to increase its future occurrence.",medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
A supervisor removes an unpleasant monitoring requirement once an employee consistently submits reports on time. This is:,positive punishment,extinction,negative reinforcement,inequity reduction,3,Negative reinforcement strengthens behavior by removing an unpleasant condition after the desired behavior occurs.,medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
Which practice is most consistent with organizational behavior modification?,Increasing motivation by clarifying valence alone,"Identifying target behaviors, measuring them, and reinforcing desired performance",Matching workers to jobs only through personality tests,Raising salaries uniformly regardless of behavior,2,"Organizational behavior modification involves identifying specific target behaviors, measuring them, and systematically reinforcing desired performance.",medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
Goal-setting theory predicts that employee motivation is highest when goals are:,vague but inspiring,"specific, challenging, and accepted",easy and unmeasured,assigned without explanation,2,"Goal-setting theory holds that goals are most motivating when they are specific, challenging, and accepted by the employee.",medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
Which goal best reflects effective motivational goal setting?,"""Do your best this quarter.""","""Improve whenever possible.""","""Increase verified on-time deliveries by 10% within the next 3 months.""","""Try to be more productive than other departments.""",3,"This goal is specific, measurable, and time-bound, making it the most effective according to goal-setting principles.",medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
A supervisor wants to improve goal commitment. Which action is most appropriate?,Keep goals secret until final evaluation,Let employees participate in setting meaningful performance targets,Use only punishment for missed goals,Avoid giving progress feedback,2,Employee participation in setting meaningful goals increases acceptance and commitment to those goals.,medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
Feedback increases motivation mainly because it:,eliminates all performance errors,lets employees monitor progress toward goals,replaces the need for rewards,makes jobs less complex,2,Feedback is motivating because it helps employees track their progress and adjust their effort or strategies toward goal attainment.,medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
Expectancy theory proposes that motivation depends mainly on the perceived link among:,"ability, personality, and age","needs, values, and emotions","effort, performance, and outcomes","satisfaction, tenure, and promotion rate",3,"Expectancy theory explains motivation through the perceived relationships among effort, performance, and resulting outcomes.",medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
"In expectancy theory, valence refers to:",the belief that effort will lead to performance,the value a person places on an outcome,the fairness of rewards compared with others,the need for affiliation,2,Valence refers to how desirable or valuable a particular outcome or reward is to the employee.,medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
"An employee believes that working harder will improve performance, that good performance will lead to promotion, and that promotion is highly desirable. Expectancy theory predicts:",low motivation due to role conflict,high motivation,low motivation because of satiation,no relation between beliefs and effort,2,"Expectancy theory predicts high motivation when the employee believes effort leads to performance, performance leads to rewards, and the rewards are valued.",medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
"A worker says, ""Even if I perform well, management will not reward me."" Which expectancy theory component is weakest?",Valence,Instrumentality,Relatedness,Growth need strength,2,"Instrumentality is the belief that good performance will lead to desired outcomes, and this employee doubts that connection.",medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
Equity theory focuses primarily on employees' perceptions of:,whether jobs are enriched,whether rewards are fairly distributed relative to inputs,whether goals are specific,whether reinforcers are immediate,2,Equity theory centers on employees' perceptions of fairness in the ratio between what they contribute and what they receive compared with others.,medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
A highly productive employee discovers that a coworker with similar duties receives substantially higher pay despite lower contribution. Equity theory predicts the employee may:,feel no concern if the pay system is formal,"attempt to restore balance by changing input, seeking change, or cognitively reinterpreting the situation",become intrinsically motivated,ignore the discrepancy because motivation is unaffected by comparison,2,"Equity theory predicts that employees who perceive unfairness will try to restore balance by altering inputs, seeking different outcomes, or reinterpreting the comparison.",medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
Which example best illustrates an input in equity theory?,Salary bonus,Public recognition,Effort and experience,Promotion decision,3,"Inputs in equity theory are the contributions employees bring to the job, such as effort, skill, time, and experience.",medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
Herzberg's two-factor theory states that motivators are factors that:,prevent dissatisfaction but do not create satisfaction,produce satisfaction because they are related to job content,are identical to hygiene factors,operate only in manual jobs,2,"Herzberg's motivators are job-content factors such as achievement, recognition, and responsibility that create satisfaction and motivation.",medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
Which of the following is a hygiene factor according to Herzberg?,Achievement,Responsibility,Salary and work conditions,Recognition for excellence,3,"Hygiene factors include salary, policies, supervision, and work conditions, which reduce dissatisfaction but do not necessarily create motivation.",medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
"A company improves lighting, ventilation, and salary administration, yet employee enthusiasm remains unchanged. Herzberg would most likely conclude that management improved:",motivators but not hygienes,hygienes but not motivators,expectancy but not valence,autonomy but not competence,2,"Lighting, ventilation, and salary administration are hygiene factors, so improving them may reduce dissatisfaction without increasing real enthusiasm or motivation.",medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
"In the job characteristics model, which set contains the five core job characteristics?","Autonomy, salary, supervision, security, tenure","Skill variety, task identity, task significance, autonomy, feedback","Achievement, power, affiliation, equity, valence","Participation, cohesion, role clarity, centralization, trust",2,"The job characteristics model identifies skill variety, task identity, task significance, autonomy, and feedback as the five core job characteristics.",medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
"A job requiring many different skills, completion of a whole piece of work, meaningful impact, freedom in scheduling, and clear knowledge of results is most likely to produce:",low growth need strength,stronger internal work motivation,greater dependence on punishment,lower perceived competence,2,A job high in the five core job characteristics is expected to strengthen internal work motivation.,medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
Job enrichment is best described as:,increasing pay without changing the work itself,"redesigning jobs to increase responsibility, challenge, and meaningfulness",simplifying work to reduce autonomy,rotating employees randomly across departments,2,"Job enrichment involves redesigning work to increase responsibility, challenge, and the meaningfulness of the job itself.",medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
A manager assumes that motivated employees always perform well. Which statement is most accurate?,The assumption is correct because motivation alone determines performance,"The assumption is incomplete because ability, systems, group, and organizational factors also affect performance",The assumption is correct only for new employees,The assumption is correct whenever incentives are financial,2,"Motivation influences performance, but actual performance also depends on factors such as ability, systems, group processes, and organizational conditions.",medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
A newly hired employee is highly eager but performs poorly because of lack of job knowledge. This example shows that:,high motivation can fully compensate for low ability,performance problems are always caused by inequity,motivation and performance are related but not identical,new employees are rarely motivated,3,The example shows that a person may be highly motivated yet still perform poorly if ability or job knowledge is lacking.,medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
Which incentive plan is generally more suitable when tasks require close interdependence among team members?,Only strict individual incentives in all cases,Team-based incentives tied to collective output,Punishment-based incentives only,No incentives because teams self-motivate automatically,2,"When team members depend closely on one another, team-based incentives better align rewards with collective performance and cooperation.",medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
A manager wants to motivate a creative design team. Which strategy is most appropriate?,Highly rigid procedures with no employee choice,"Strong autonomy, challenging goals, and meaningful feedback",Uniform rewards unrelated to contribution,Frequent threats of penalty for experimentation,2,"Creative work is best supported by autonomy, challenging goals, and meaningful feedback, which strengthen intrinsic and goal-directed motivation.",medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
"In an organizational motivation survey, a psychometrician is asked to release raw individual scores to all department heads for ""transparency."" The most ethical response is to:",release all raw scores immediately because the company paid for the survey,release only aggregated or properly authorized results and protect confidentiality,post the names and scores so employees will improve,allow untrained supervisors to interpret test data on their own,2,Ethical practice requires protecting confidentiality and limiting the release of individual assessment data to authorized and appropriate uses.,medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
"A psychometrician is invited to administer a newly downloaded motivation test with no evidence of validity, reliability, or appropriateness for the employees being assessed. The best action is to:",use it if management strongly prefers it,use it only for high-ranking employees,decline its use and recommend scientifically sound instruments within one's competence,administer it but avoid writing a report,3,Psychometricians should use only scientifically sound instruments that are appropriate for the population and within their professional competence.,medium,Industrial/Organizational Psychology,Chapter 9,Employee Motivation
Which statement best defines job satisfaction?,It is the employee's willingness to remain in an organization regardless of feelings about the job,It is the positive or negative evaluation an employee has about the job or job facets,It is the tendency to exceed formal role requirements in helping coworkers,It is the employee's ability to perform assigned duties efficiently,2,"Job satisfaction refers to how favorably or unfavorably employees evaluate their jobs, either globally or by specific facets such as pay, supervision, or the work itself.",medium,Industrial/Organizational Psychology,Chapter 10,Employee Satisfaction and Commitment
Which concept refers most specifically to an employee's attitude toward the entire organization rather than toward the job itself?,Job involvement,Organizational citizenship behavior,Organizational commitment,Work centrality,3,"Organizational commitment concerns the employee's feelings, attachment, and attitudes toward the organization as a whole, not merely toward specific job tasks.",medium,Industrial/Organizational Psychology,Chapter 10,Employee Satisfaction and Commitment
"An employee says, ""I like the actual work I do, but I am dissatisfied with my pay and promotion opportunities."" This statement best illustrates that job satisfaction:",is always a single global feeling,is based only on compensation,can be understood through specific facets of the job,is identical to organizational commitment,3,"The statement separates satisfaction with the work itself from dissatisfaction with pay and advancement, showing that job satisfaction has multiple facets.",medium,Industrial/Organizational Psychology,Chapter 10,Employee Satisfaction and Commitment
Which employee is most likely demonstrating organizational commitment?,One who enjoys a particular task but actively seeks employment elsewhere because of weak attachment to the company,One who feels emotionally attached to the organization and wants to remain part of it,One who performs only required tasks and avoids extra-role behaviors,One who is satisfied only when working independently,2,A core feature of organizational commitment is attachment to the organization and a desire to continue membership in it.,medium,Industrial/Organizational Psychology,Chapter 10,Employee Satisfaction and Commitment
Why do organizations place strong importance on employee attitudes such as satisfaction and commitment?,Because attitudes are easier to measure than performance,"Because these attitudes are linked to outcomes such as absenteeism, turnover, and discretionary behavior",Because attitudes fully determine intelligence and aptitude,Because attitudes eliminate the need for supervision,2,Organizations care about satisfaction and commitment because these attitudes are associated with important outcomes including withdrawal and helpful extra-role behavior.,medium,Industrial/Organizational Psychology,Chapter 10,Employee Satisfaction and Commitment
Which factor is most consistent with personorganization fit?,The degree to which an employee's values match the organization's values and culture,The number of hours an employee works each week,The employee's level of psychomotor speed,The extent to which the employee avoids teamwork,1,"Personorganization fit refers to compatibility between the employee and the broader organization, especially values and culture.",medium,Industrial/Organizational Psychology,Chapter 10,Employee Satisfaction and Commitment
Which situation best illustrates poor person-job fit?,A creative employee is assigned to a highly varied design role that requires innovation,An employee's abilities and preferences closely match the requirements of the position,"An employee who values autonomy is placed in a tightly controlled, repetitive job",A worker receives clear performance feedback from a supportive supervisor,3,Poor personjob fit exists when the employee's preferences or abilities do not align with job demands or characteristics.,medium,Industrial/Organizational Psychology,Chapter 10,Employee Satisfaction and Commitment
Which factor would most likely increase job satisfaction?,Persistent inequity in rewards,Enjoyable and meaningful task characteristics,Chronic conflict with coworkers,Lack of opportunity for growth,2,"When tasks are meaningful, engaging, and enjoyable, satisfaction tends to increase because the job itself becomes rewarding.",medium,Industrial/Organizational Psychology,Chapter 10,Employee Satisfaction and Commitment
Which statement best reflects the relationship between fairness and job satisfaction?,Actual pay amount is always more important than perceived fairness,Job satisfaction is unrelated to justice perceptions,Perceived equity in rewards and treatment is an important determinant of job satisfaction,Fairness matters only for top-level managers,3,Perceptions of fairness strongly influence satisfaction. Employees compare what they receive and how they are treated with what they believe is just.,medium,Industrial/Organizational Psychology,Chapter 10,Employee Satisfaction and Commitment
Which employee is most likely to report lower job satisfaction based on social influence at work?,One surrounded by coworkers who frequently express dissatisfaction,One who receives fair treatment and positive support,One whose values match the organization,One who experiences meaningful work and autonomy,1,Coworkers' visible unhappiness can shape an employee's own attitudes through social influence and shared emotional climate.,medium,Industrial/Organizational Psychology,Chapter 10,Employee Satisfaction and Commitment
Which of the following is the best example of a global measure of job satisfaction?,A scale assessing only satisfaction with pay,A survey assessing only satisfaction with supervision,A single overall evaluation of how satisfied a person is with the job as a whole,A checklist of absenteeism reasons,3,A global measure asks for an overall judgment about the job rather than separate ratings on each facet.,medium,Industrial/Organizational Psychology,Chapter 10,Employee Satisfaction and Commitment
A psychometrician is asked to develop a satisfaction survey for a company. Which approach is most appropriate if the company wants highly job-specific information?,Use only a generic intelligence test,Use a custom-designed inventory aligned with the organization's specific concerns,Use only a personality inventory unrelated to work attitudes,Use an integrity test as a substitute for an attitude survey,2,"If a company needs targeted information, a custom-designed satisfaction instrument can focus on issues unique to that workplace while remaining psychometrically sound.",medium,Industrial/Organizational Psychology,Chapter 10,Employee Satisfaction and Commitment
Which statement best describes the typical relationship between job satisfaction and job performance?,They are unrelated in all settings,Job satisfaction guarantees perfect performance,The relationship is generally positive but modest and influenced by other factors,Job performance always causes job dissatisfaction,3,"Research typically finds a positive but not perfect relationship between satisfaction and performance, with moderators such as rewards, fairness, and job characteristics.",medium,Industrial/Organizational Psychology,Chapter 10,Employee Satisfaction and Commitment
Which situation best illustrates a likely consequence of low job satisfaction?,Increased voluntary absenteeism,Greater organizational citizenship behavior,Increased affective attachment to the organization,Higher willingness to engage in extra-role helping,1,"Low job satisfaction is often associated with withdrawal behaviors, including choosing not to attend work when attendance is discretionary.",medium,Industrial/Organizational Psychology,Chapter 10,Employee Satisfaction and Commitment
Which form of absenteeism is most clearly linked to employee attitudes?,Absence due to severe typhoon-related road closure,Absence due to hospitalization after an accident,Voluntary absenteeism in which the employee chooses not to report for work,Court-mandated absence for legal appearance,3,Employee attitudes are most directly related to voluntary absenteeism because that absence reflects a degree of choice.,medium,Industrial/Organizational Psychology,Chapter 10,Employee Satisfaction and Commitment
Which statement best reflects the usual relation between organizational commitment and turnover?,High commitment is associated with a greater intention to quit,Organizational commitment is unrelated to quitting behavior,Higher organizational commitment is generally associated with lower voluntary turnover,"Commitment predicts only task performance, not retention",3,Committed employees are less likely to quit because they feel attached to and invested in the organization.,medium,Industrial/Organizational Psychology,Chapter 10,Employee Satisfaction and Commitment
Which of the following best describes turnover?,Temporary lateness caused by traffic,Permanent separation of an employee from the organization,A decline in work motivation during the day,An increase in job enlargement opportunities,2,"Turnover occurs when an employee leaves the organization, whether voluntarily or involuntarily, resulting in organizational separation.",medium,Industrial/Organizational Psychology,Chapter 10,Employee Satisfaction and Commitment
Which employee is most likely to leave the organization voluntarily?,One with low job satisfaction and low organizational commitment,One with high job satisfaction and high organizational commitment,One with strong fit and supportive supervision,One with meaningful work and equitable rewards,1,Low satisfaction and weak commitment together create a strong risk for voluntary quitting.,medium,Industrial/Organizational Psychology,Chapter 10,Employee Satisfaction and Commitment
Which action is most directly intended to improve job satisfaction by changing the content of work itself?,Job enrichment,Random disciplinary sanctions,Reduction of all employee feedback,Elimination of all training opportunities,1,"Job enrichment improves work by increasing meaningfulness, responsibility, challenge, or autonomy, thereby enhancing intrinsic satisfaction.",medium,Industrial/Organizational Psychology,Chapter 10,Employee Satisfaction and Commitment
Which intervention best represents job rotation?,Increasing the difficulty and responsibility of the same job,Moving an employee across different jobs or tasks to provide variety and broader experience,Allowing employees to choose from benefit packages,Giving all workers identical incentives regardless of performance,2,Job rotation shifts employees among tasks or positions to reduce monotony and broaden experience.,medium,Industrial/Organizational Psychology,Chapter 10,Employee Satisfaction and Commitment
Which intervention most clearly reflects job enlargement?,Adding more tasks of similar level to broaden the job,Assigning only one narrow task repeatedly,Replacing all intrinsic motivators with punishment,Reducing autonomy to zero,1,Job enlargement broadens the range of duties at roughly the same responsibility level.,medium,Industrial/Organizational Psychology,Chapter 10,Employee Satisfaction and Commitment
Which compensation practice is most likely to improve satisfaction by rewarding employees for the range of skills they acquire?,Skill-based pay,Nepotistic pay allocation,Unrelated seniority favoritism,Across-the-board pay cuts,1,"Skill-based pay rewards employees for acquiring and using a broader repertoire of work-related skills, which can enhance motivation and satisfaction.",medium,Industrial/Organizational Psychology,Chapter 10,Employee Satisfaction and Commitment
