Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer (1-4),Explanation,Difficulty,Subject,Chapter,Topic
Which parental response is most likely to foster prosocial behavior in school-age children- A. Ignoring the child's distress B. Punishing emotional expression harshly C. Helping the child understand feelings and solve the source of distress D. Rewarding helping behavior only with money,Ignoring the child's distress,Punishing emotional expression harshly,Helping the child understand feelings and solve the source of distress,Rewarding helping behavior only with money,3,Parents foster empathy and prosocial behavior when they acknowledge distress and guide children toward understanding feelings and addressing the underlying problem.,Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
A school-age child volunteers to assist a classmate who was injured during recess. This act is the clearest example of: A. hostile attribution bias B. prosocial behavior C. externalizing behavior D. generalized anxiety,hostile attribution bias,prosocial behavior,externalizing behavior,generalized anxiety,2,"Helping an injured classmate is a clear example of prosocial behavior, meaning voluntary action intended to benefit another person.",Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
"Which statement about family influence in middle childhood is most accurate- A. Family influence becomes negligible because peers replace parents completely B. Family atmosphere remains important despite increased peer involvement C. Family structure matters, but atmosphere does not D. School-age children are unaffected by wider social and economic conditions",Family influence becomes negligible because peers replace parents completely,Family atmosphere remains important despite increased peer involvement,"Family structure matters, but atmosphere does not",School-age children are unaffected by wider social and economic conditions,2,"Although school-age children spend more time with peers, home life remains central. Family atmosphere continues to shape psychosocial development.",Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
Children exposed to chronic family conflict are more likely to show: A. only externalizing behaviors B. only internalizing behaviors C. both internalizing and externalizing behaviors D. no clear psychosocial effects,only externalizing behaviors,only internalizing behaviors,both internalizing and externalizing behaviors,no clear psychosocial effects,3,"Chronic family conflict is associated with both anger turned inward, such as anxiety and depression, and anger turned outward, such as aggression and hostility.",Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
Which behavior is an example of an internalizing response to family discord- A. Frequent fighting with classmates B. Open defiance toward adults C. Anxiety and depressed mood D. Destruction of school property,Frequent fighting with classmates,Open defiance toward adults,Anxiety and depressed mood,Destruction of school property,3,"Internalizing behaviors involve emotional problems turned inward, such as anxiety, fearfulness, and depression.",Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
Which behavior best illustrates an externalizing problem- A. Fearfulness and withdrawal B. Sadness and self-blame C. Aggression and hostility D. Excessive worrying about school performance,Fearfulness and withdrawal,Sadness and self-blame,Aggression and hostility,Excessive worrying about school performance,3,"Externalizing behaviors involve acting out emotional difficulties through aggression, disobedience, and hostility.",Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
"In middle childhood, parent-child interaction is best described as: A. total parental control with little child input B. coregulation, with parental oversight and growing child self-regulation C. complete child independence from parental monitoring D. attachment-based dependence identical to infancy",total parental control with little child input,"coregulation, with parental oversight and growing child self-regulation",complete child independence from parental monitoring,attachment-based dependence identical to infancy,2,"During middle childhood, control becomes more shared: parents supervise generally while children manage much of their own moment-to-moment behavior. This is coregulation.",Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
Which parenting practice is most consistent with the move toward coregulation- A. Explaining consequences and allowing reasonable autonomy B. Using rigid control in all minor matters C. Avoiding all rules to encourage freedom D. Punishing first and explaining later,Explaining consequences and allowing reasonable autonomy,Using rigid control in all minor matters,Avoiding all rules to encourage freedom,Punishing first and explaining later,1,"As coregulation develops, effective parents increasingly use inductive methods, explanations, and reasonable autonomy rather than rigid control over every small issue.",Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
Which statement best reflects a valid conclusion about family structure- A. Any nontraditional family structure inevitably causes maladjustment B. Two-parent households always guarantee healthy development C. Family atmosphere often matters more than structure alone D. Divorce has identical effects on all children,Any nontraditional family structure inevitably causes maladjustment,Two-parent households always guarantee healthy development,Family atmosphere often matters more than structure alone,Divorce has identical effects on all children,3,Family functioning and emotional climate are often more important to children's adjustment than structure by itself.,Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
"A child after parental separation remains well adjusted because the parents cooperate, minimize conflict, and maintain supportive routines. This best illustrates that adjustment to divorce depends largely on: A. birth order only B. family process variables C. intelligence quotient alone D. gender alone",birth order only,family process variables,intelligence quotient alone,gender alone,2,"Children's adjustment after divorce depends heavily on process factors such as parental conflict, cooperation, custody arrangements, and continuity of support.",Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
Which statement about custody after divorce is most accurate- A. Joint custody is always harmful B. Quality of contact with the noncustodial parent is more important than frequency alone C. Children do best when the noncustodial parent is rarely seen D. Contact with a noncustodial parent has no developmental significance,Joint custody is always harmful,Quality of contact with the noncustodial parent is more important than frequency alone,Children do best when the noncustodial parent is rarely seen,Contact with a noncustodial parent has no developmental significance,2,"What matters most is the quality and supportiveness of the relationship with the noncustodial parent, not simply how often contact occurs.",Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
"Research on adoptive, gay, or lesbian parent families most strongly supports which conclusion- A. Children in such families are uniformly maladjusted B. Family process is more important than stereotypes about family form C. Adopted children cannot form secure family relationships D. Children require one mother and one father for normal adjustment",Children in such families are uniformly maladjusted,Family process is more important than stereotypes about family form,Adopted children cannot form secure family relationships,Children require one mother and one father for normal adjustment,2,"Evidence indicates that children in adoptive and gay or lesbian parent families can show positive outcomes, supporting the conclusion that quality of family functioning is more important than stereotypes about family form.",Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
One major function of the peer group in middle childhood is to: A. eliminate the influence of culture B. provide a setting to develop social skills and test values apart from parents C. prevent conformity among children D. reduce awareness of group membership,eliminate the influence of culture,provide a setting to develop social skills and test values apart from parents,prevent conformity among children,reduce awareness of group membership,2,"Peer groups help children develop social skills, a sense of belonging, and opportunities to test and adopt values independent of parents.",Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
"Peer groups in middle childhood typically consist of children who are: A. widely varied in age and usually unknown to one another B. randomly assigned from different communities C. similar in age and often similar in sex, ethnicity, or social background D. mainly composed of adults and older adolescents",widely varied in age and usually unknown to one another,randomly assigned from different communities,"similar in age and often similar in sex, ethnicity, or social background",mainly composed of adults and older adolescents,3,"Typical peer groups in middle childhood consist of children who are similar in age and often similar in sex, ethnicity, and socioeconomic background, usually from the same school or neighborhood.",Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
Which is a possible negative effect of peer group membership- A. Greater sense of belonging B. Improved social skill development C. Encouragement of conformity and prejudice D. Better understanding of social roles,Greater sense of belonging,Improved social skill development,Encouragement of conformity and prejudice,Better understanding of social roles,3,"Peer groups have positive functions, but they can also promote conformity and prejudice.",Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
Popular children in middle childhood are most likely to be described as: A. cognitively weak but physically strong B. socially skilled and cognitively competent C. highly aggressive and feared by most classmates D. uniformly high in perceived social status and sociometric status in every case,cognitively weak but physically strong,socially skilled and cognitively competent,highly aggressive and feared by most classmates,uniformly high in perceived social status and sociometric status in every case,2,Popular children are commonly characterized by good cognitive abilities and effective social skills.,Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
Which statement distinguishes sociometric popularity from perceived social status- A. They always identify exactly the same children B. Both terms refer only to teacher ratings C. They may yield different results when identifying popular children D. Sociometric popularity refers only to physical attractiveness,They always identify exactly the same children,Both terms refer only to teacher ratings,They may yield different results when identifying popular children,Sociometric popularity refers only to physical attractiveness,3,Sociometric popularity and perceived social status are not identical constructs and may identify different children.,Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
Friendship in middle childhood generally becomes: A. less stable and less intimate B. more intimate and more stable C. based purely on material exchange D. unimportant compared with parental ties,less stable and less intimate,more intimate and more stable,based purely on material exchange,unimportant compared with parental ties,2,"Friendships deepen in middle childhood, becoming more stable and more intimate as cognitive and emotional maturity increase.",Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
"Which statement about sex differences in friendship during middle childhood is most accurate- A. Boys usually have no close friendships B. Girls usually have more friends than boys C. Boys often have more friends, whereas girls often have closer friendships D. There are no typical differences in friendship patterns",Boys usually have no close friendships,Girls usually have more friends than boys,"Boys often have more friends, whereas girls often have closer friendships",There are no typical differences in friendship patterns,3,"A typical pattern is that boys tend to have larger friendship networks, while girls tend to have fewer but closer friendships.",Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
"A 10-year-old says, ""A real friend is someone you trust and stay loyal to over time."" This most clearly reflects: A. friendship based solely on physical proximity B. a more mature, reciprocal view of friendship C. preconventional moral reasoning D. egocentric thinking",friendship based solely on physical proximity,"a more mature, reciprocal view of friendship",preconventional moral reasoning,egocentric thinking,2,"The statement emphasizes trust, loyalty, and continuity, showing a more advanced and reciprocal understanding of friendship typical of later middle childhood.",Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
Which statement best describes aggression in middle childhood- A. It typically increases steadily in all forms B. Instrumental aggression commonly gives way to more hostile aggression C. It disappears entirely by late grade school D. It is unrelated to social information processing,It typically increases steadily in all forms,Instrumental aggression commonly gives way to more hostile aggression,It disappears entirely by late grade school,It is unrelated to social information processing,2,"In middle childhood, aggression generally declines overall, but when present, instrumental aggression tends to shift toward hostile aggression.",Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
A child interprets an accidental bump in the hallway as a deliberate attack and immediately retaliates. This pattern best illustrates: A. social referencing B. hostile attribution bias C. secure attachment D. mutual regulation,social referencing,hostile attribution bias,secure attachment,mutual regulation,2,"Hostile attribution bias is the tendency to interpret ambiguous actions as intentionally hostile, often provoking aggressive retaliation.",Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
Which factor is most clearly associated with increased aggressiveness in children- A. Exposure to media violence B. Higher levels of empathy C. Stable intimate friendships D. Strong self-regulation,Exposure to media violence,Higher levels of empathy,Stable intimate friendships,Strong self-regulation,1,Exposure to media violence is associated with greater aggressiveness and may have lasting effects over time.,Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
Bullying is best defined as: A. any single act of disagreement between equals B. deliberate and persistent aggression against a vulnerable target C. an accident misunderstood by a classmate D. assertive leadership in peer groups,any single act of disagreement between equals,deliberate and persistent aggression against a vulnerable target,an accident misunderstood by a classmate,assertive leadership in peer groups,2,"Bullying involves deliberate, repeated aggression directed toward a specific target who is weaker, vulnerable, or less able to defend himself or herself.",Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
"Which child is at elevated risk of being bullied- A. A child seen as physically strong and dominant B. A child who is consistently warm and socially assertive C. A child who is weak, submissive, or provocatively argumentative D. A child with high peer acceptance and strong self-esteem",A child seen as physically strong and dominant,A child who is consistently warm and socially assertive,"A child who is weak, submissive, or provocatively argumentative",A child with high peer acceptance and strong self-esteem,3,"Children who are weak, submissive, or provocatively argumentative are at elevated risk of victimization in peer settings.",Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
Which statement about bullying outcomes is most accurate- A. It harms only the victim B. It is a harmless normal rite of passage C. It is associated with adjustment problems for both bullies and victims D. It improves school climate by establishing hierarchy,It harms only the victim,It is a harmless normal rite of passage,It is associated with adjustment problems for both bullies and victims,It improves school climate by establishing hierarchy,3,"Bullying is linked to maladjustment not only among victims but also among bullies, making it harmful for both groups.",Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
"A school-age child shows persistent defiance, argumentativeness, and hostility toward adult authority over time. The most likely diagnosis is: A. conduct disorder B. oppositional defiant disorder C. school phobia D. obsessive-compulsive disorder",conduct disorder,oppositional defiant disorder,school phobia,obsessive-compulsive disorder,2,"Oppositional defiant disorder involves a persistent pattern of negativity, hostility, defiance, and conflict with authority figures.",Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
"A child with truancy, theft, vandalism, and repeated bullying beginning early in life most likely meets criteria for: A. conduct disorder B. separation anxiety disorder C. generalized anxiety disorder D. social phobia",conduct disorder,separation anxiety disorder,generalized anxiety disorder,social phobia,1,"Truancy, theft, vandalism, fighting, and repeated bullying are classic features of conduct disorder, which involves persistent aggressive and antisocial acts.",Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
"A child refuses to attend school because of an unrealistic fear of going there, despite no actual danger. This is most consistent with: A. school phobia B. prosocial concern C. industry D. resilience",school phobia,prosocial concern,industry,resilience,1,School phobia refers to an unrealistic fear of attending school despite the absence of actual danger.,Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
Which treatment approach involves a therapist working one-on-one with a child- A. family therapy B. play therapy C. individual psychotherapy D. behavior therapy,family therapy,play therapy,individual psychotherapy,behavior therapy,3,Individual psychotherapy specifically refers to one-on-one therapeutic work between therapist and child.,Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
"A school-aged child continues to function well despite poverty, family strain, and academic stress because of supportive relationships and good problem-solving skills. This best illustrates: A. inferiority B. resilience C. coercive control D. hostile attribution",inferiority,resilience,coercive control,hostile attribution,2,"Resilience refers to positive adaptation despite significant stress or adversity, especially when protective factors such as supportive relationships and good coping skills are present.",Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
"A school psychometrician is asked to administer a test to a distressed 10-year-old and later send raw scores directly to an untrained teacher without parental knowledge. What is the most ethical action- A. Proceed because the school requested it B. Release all raw scores immediately for transparency C. Obtain proper informed consent/assent, protect confidentiality, and release only appropriately explained results to authorized parties D. Allow an unqualified staff member to interpret the results to save time",Proceed because the school requested it,Release all raw scores immediately for transparency,"Obtain proper informed consent/assent, protect confidentiality, and release only appropriately explained results to authorized parties",Allow an unqualified staff member to interpret the results to save time,3,"The ethical course is to secure informed consent in understandable language, seek assent and guardian permission when appropriate, protect confidentiality, avoid release of raw test data to unqualified persons, and explain findings only to authorized recipients within lawful and professional limits.",Medium,Developmental Psychology,Chapter 10: Psychosocial Development in Middle Childhood,Psychosocial Development in Middle Childhood
"Which statement best describes adolescence- A. A purely biological stage that begins and ends at the same age in all cultures B. A developmental transition involving physical, cognitive, emotional, and social changes that varies across settings C. A period defined only by the completion of puberty D. A stage limited to individuals enrolled in formal schooling",A purely biological stage that begins and ends at the same age in all cultures,"A developmental transition involving physical, cognitive, emotional, and social changes that varies across settings",A period defined only by the completion of puberty,A stage limited to individuals enrolled in formal schooling,2,"Adolescence is best understood as a broad developmental transition that includes physical, cognitive, emotional, and social changes, and its timing and expression vary across social, cultural, and economic contexts.",Medium,Developmental Psychology,Chapter 11: Physical and Cognitive Development in Adolescence,Physical and Cognitive Development in Adolescence
"Which statement best explains why adolescence is considered a social construction- A. It is produced entirely by hormonal changes B. It refers only to legal age categories C. Its boundaries and meaning differ across historical, social, and cultural contexts D. It is synonymous with sexual maturity",It is produced entirely by hormonal changes,It refers only to legal age categories,"Its boundaries and meaning differ across historical, social, and cultural contexts",It is synonymous with sexual maturity,3,"Adolescence is considered a social construction because societies differ in how they define its meaning, duration, and expectations across historical, social, and cultural settings.",Medium,Developmental Psychology,Chapter 11: Physical and Cognitive Development in Adolescence,Physical and Cognitive Development in Adolescence
A major developmental reason adolescence tends to last longer in modern societies is that: A. puberty now ends much later than before B. children are biologically dependent for a longer time C. advanced economies require longer training before stable adult roles are assumed D. cognitive development stops at a later age,puberty now ends much later than before,children are biologically dependent for a longer time,advanced economies require longer training before stable adult roles are assumed,cognitive development stops at a later age,3,"In modern societies, extended education and preparation for work and family roles often delay the assumption of stable adult responsibilities, thereby lengthening adolescence.",Medium,Developmental Psychology,Chapter 11: Physical and Cognitive Development in Adolescence,Physical and Cognitive Development in Adolescence
Puberty is best defined as the: A. emergence of formal operational thought B. period of identity exploration in the social domain C. process by which a person attains sexual maturity and reproductive capacity D. transition from dependence to legal autonomy,emergence of formal operational thought,period of identity exploration in the social domain,process by which a person attains sexual maturity and reproductive capacity,transition from dependence to legal autonomy,3,Puberty refers specifically to the biological process through which an individual becomes sexually mature and capable of reproduction.,Medium,Developmental Psychology,Chapter 11: Physical and Cognitive Development in Adolescence,Physical and Cognitive Development in Adolescence
Which hormonal event is most closely associated with the onset of puberty- A. A sudden drop in estrogen and testosterone B. Increased secretion of gonadotropin-releasing hormone by the hypothalamus C. Immediate maturation of the frontal lobes D. Decreased activity of the pituitary gland,A sudden drop in estrogen and testosterone,Increased secretion of gonadotropin-releasing hormone by the hypothalamus,Immediate maturation of the frontal lobes,Decreased activity of the pituitary gland,2,"The onset of puberty is triggered by increased secretion of gonadotropin-releasing hormone from the hypothalamus, which stimulates the pituitary and initiates pubertal development.",Medium,Developmental Psychology,Chapter 11: Physical and Cognitive Development in Adolescence,Physical and Cognitive Development in Adolescence
"In the pubertal process, adrenarche refers to: A. first menstruation B. maturation of the gonads and sex organs C. increased secretion of adrenal androgens D. completion of skeletal growth",first menstruation,maturation of the gonads and sex organs,increased secretion of adrenal androgens,completion of skeletal growth,3,"Adrenarche refers to the increased secretion of adrenal androgens, which contributes to changes such as body hair, skin changes, and body odor.",Medium,Developmental Psychology,Chapter 11: Physical and Cognitive Development in Adolescence,Physical and Cognitive Development in Adolescence
Gonadarche is best described as the: A. activation of the adrenal glands that produces body odor and body hair B. maturation of the sex organs and increased production of sex hormones C. attainment of adult height D. first appearance of acne,activation of the adrenal glands that produces body odor and body hair,maturation of the sex organs and increased production of sex hormones,attainment of adult height,first appearance of acne,2,Gonadarche is the process involving maturation of the gonads and increased secretion of sex hormones essential to sexual development.,Medium,Developmental Psychology,Chapter 11: Physical and Cognitive Development in Adolescence,Physical and Cognitive Development in Adolescence
Which of the following is a primary sex characteristic- A. Growth of underarm hair B. Development of breasts C. Enlargement and maturation of the reproductive organs D. Change in voice pitch,Growth of underarm hair,Development of breasts,Enlargement and maturation of the reproductive organs,Change in voice pitch,3,Primary sex characteristics are changes directly related to the reproductive organs and reproductive capacity.,Medium,Developmental Psychology,Chapter 11: Physical and Cognitive Development in Adolescence,Physical and Cognitive Development in Adolescence
Which of the following is a secondary sex characteristic- A. Ovulation B. Sperm production C. Maturation of the ovaries D. Appearance of pubic hair,Ovulation,Sperm production,Maturation of the ovaries,Appearance of pubic hair,4,"Secondary sex characteristics are physical changes associated with puberty that are not directly part of the reproductive organs, such as pubic hair.",Medium,Developmental Psychology,Chapter 11: Physical and Cognitive Development in Adolescence,Physical and Cognitive Development in Adolescence
The adolescent growth spurt refers to: A. rapid gain in abstract reasoning B. temporary emotional instability during the teen years C. the sharp increase in height and weight that occurs during puberty D. accelerated moral development after age 15,rapid gain in abstract reasoning,temporary emotional instability during the teen years,the sharp increase in height and weight that occurs during puberty,accelerated moral development after age 15,3,The adolescent growth spurt is the rapid increase in height and weight that typically occurs during puberty.,Medium,Developmental Psychology,Chapter 11: Physical and Cognitive Development in Adolescence,Physical and Cognitive Development in Adolescence
Menarche refers to: A. the beginning of breast development B. a girl's first menstruation C. a girl's first ovulation confirmed by laboratory testing D. the completion of female pubertal development,the beginning of breast development,a girl's first menstruation,a girl's first ovulation confirmed by laboratory testing,the completion of female pubertal development,2,"Menarche is the term for a girl's first menstrual period, a major milestone in female pubertal development.",Medium,Developmental Psychology,Chapter 11: Physical and Cognitive Development in Adolescence,Physical and Cognitive Development in Adolescence
Spermarche refers to: A. enlargement of the testes B. a boy's first ejaculation C. the onset of facial hair D. the first rise in testosterone,enlargement of the testes,a boy's first ejaculation,the onset of facial hair,the first rise in testosterone,2,Spermarche refers to the first ejaculation and marks an important milestone in male sexual maturation.,Medium,Developmental Psychology,Chapter 11: Physical and Cognitive Development in Adolescence,Physical and Cognitive Development in Adolescence
Which statement about pubertal timing is most accurate- A. Early maturation is always advantageous for both sexes B. Late maturation is always harmful for both sexes C. The effects of timing depend partly on context and on how the adolescent interprets the change D. Timing has no relation to psychosocial outcomes,Early maturation is always advantageous for both sexes,Late maturation is always harmful for both sexes,The effects of timing depend partly on context and on how the adolescent interprets the change,Timing has no relation to psychosocial outcomes,3,"The effects of pubertal timing vary depending on peer context, available support, and the adolescent's own interpretation of the changes.",Medium,Developmental Psychology,Chapter 11: Physical and Cognitive Development in Adolescence,Physical and Cognitive Development in Adolescence
Which adolescent is at greatest risk for difficulty adjusting to pubertal change- A. One whose maturation closely matches peer timing and who views changes positively B. One who matures much earlier or later than peers and faces multiple simultaneous stressors C. One who receives accurate health education D. One whose school environment is supportive,One whose maturation closely matches peer timing and who views changes positively,One who matures much earlier or later than peers and faces multiple simultaneous stressors,One who receives accurate health education,One whose school environment is supportive,2,Adolescents who mature off-time relative to peers and who face multiple stressors are more vulnerable to adjustment difficulties during puberty.,Medium,Developmental Psychology,Chapter 11: Physical and Cognitive Development in Adolescence,Physical and Cognitive Development in Adolescence
Which statement best reflects the secular trend in maturation- A. Puberty now begins later because of modern stress B. Adult height has become less variable across generations C. Sexual maturity and adult height have tended to be reached earlier across generations D. Genetic factors no longer influence pubertal timing,Puberty now begins later because of modern stress,Adult height has become less variable across generations,Sexual maturity and adult height have tended to be reached earlier across generations,Genetic factors no longer influence pubertal timing,3,"The secular trend refers to the pattern in which, across generations, sexual maturity and adult height are attained earlier, often due to improved nutrition and health conditions.",Medium,Developmental Psychology,Chapter 11: Physical and Cognitive Development in Adolescence,Physical and Cognitive Development in Adolescence
Research on body fat and pubertal timing most strongly suggests that: A. body composition has no developmental significance B. reaching a critical level of body fat may help trigger puberty C. lower body fat uniformly accelerates puberty D. only males are affected by nutritional status,body composition has no developmental significance,reaching a critical level of body fat may help trigger puberty,lower body fat uniformly accelerates puberty,only males are affected by nutritional status,2,Research suggests that reaching a critical level of body fat may contribute to the onset of puberty because sufficient energy reserves are important for reproductive maturation.,Medium,Developmental Psychology,Chapter 11: Physical and Cognitive Development in Adolescence,Physical and Cognitive Development in Adolescence
"Which statement best describes the adolescent brain- A. It is fully mature by the onset of puberty B. It undergoes no major structural change after childhood C. It is still developing in areas related to judgment, self-control, and organization of behavior D. It is more mature emotionally than cognitively",It is fully mature by the onset of puberty,It undergoes no major structural change after childhood,"It is still developing in areas related to judgment, self-control, and organization of behavior",It is more mature emotionally than cognitively,3,"During adolescence, important brain regions involved in judgment, self-control, planning, and behavioral organization continue to develop.",Medium,Developmental Psychology,Chapter 11: Physical and Cognitive Development in Adolescence,Physical and Cognitive Development in Adolescence
Which pattern helps explain heightened adolescent risk-taking- A. Frontal lobe systems mature before emotional systems B. Limbic and socioemotional systems mature earlier than cognitive-control systems C. White matter decreases sharply throughout adolescence D. Adolescents lack the capacity for abstract thought,Frontal lobe systems mature before emotional systems,Limbic and socioemotional systems mature earlier than cognitive-control systems,White matter decreases sharply throughout adolescence,Adolescents lack the capacity for abstract thought,2,Heightened risk-taking in adolescence is partly explained by the earlier maturation of limbic and socioemotional systems relative to the slower development of cognitive-control systems.,Medium,Developmental Psychology,Chapter 11: Physical and Cognitive Development in Adolescence,Physical and Cognitive Development in Adolescence
Continuing myelination during adolescence most directly contributes to: A. reduced need for sleep B. faster and more efficient neural transmission C. earlier puberty in girls D. elimination of peer influence,reduced need for sleep,faster and more efficient neural transmission,earlier puberty in girls,elimination of peer influence,2,"Myelination increases the speed and efficiency of neural communication, improving the brain's processing and coordination functions during adolescence.",Medium,Developmental Psychology,Chapter 11: Physical and Cognitive Development in Adolescence,Physical and Cognitive Development in Adolescence
A 15-year-old knows that reckless driving is dangerous but still races when friends are present. This behavior is best explained by: A. complete absence of moral reasoning B. delayed acquisition of language C. immature interaction between socioemotional and cognitive-control systems D. failure to enter formal operations,complete absence of moral reasoning,delayed acquisition of language,immature interaction between socioemotional and cognitive-control systems,failure to enter formal operations,3,"Adolescents may understand risk cognitively but still act impulsively in emotionally charged, peer-influenced contexts because socioemotional systems can outweigh still-developing control systems.",Medium,Developmental Psychology,Chapter 11: Physical and Cognitive Development in Adolescence,Physical and Cognitive Development in Adolescence
"Which statement best characterizes adolescent physical health- A. Adolescence is typically marked by severe chronic illness B. Most health problems in adolescence are unrelated to lifestyle C. Adolescence is generally a healthy period, but major risks are often behavior- or poverty-related D. Physical health is uniformly poor because of rapid growth",Adolescence is typically marked by severe chronic illness,Most health problems in adolescence are unrelated to lifestyle,"Adolescence is generally a healthy period, but major risks are often behavior- or poverty-related",Physical health is uniformly poor because of rapid growth,3,"Adolescence is usually a physically healthy stage, but many serious risks arise from behavior, lifestyle, mental health concerns, and social disadvantage.",Medium,Developmental Psychology,Chapter 11: Physical and Cognitive Development in Adolescence,Physical and Cognitive Development in Adolescence
Which outcome is most strongly associated with regular physical activity in adolescence- A. Greater sleep deprivation B. Higher risk of obesity C. Better physical and mental health D. Reduced school engagement,Greater sleep deprivation,Higher risk of obesity,Better physical and mental health,Reduced school engagement,3,"Regular physical activity promotes better physical fitness, weight regulation, emotional well-being, and overall mental health in adolescence.",Medium,Developmental Psychology,Chapter 11: Physical and Cognitive Development in Adolescence,Physical and Cognitive Development in Adolescence
Which statement about adolescent sleep is most accurate- A. Adolescents need less sleep than children B. Weekend oversleeping fully corrects chronic school-night sleep loss C. Many adolescents do not get enough sleep because school schedules conflict with biological rhythms D. Sleep deprivation has little effect on performance,Adolescents need less sleep than children,Weekend oversleeping fully corrects chronic school-night sleep loss,Many adolescents do not get enough sleep because school schedules conflict with biological rhythms,Sleep deprivation has little effect on performance,3,"Many adolescents experience insufficient sleep because their biological rhythms shift toward later sleep times, while school schedules often require early waking.",Medium,Developmental Psychology,Chapter 11: Physical and Cognitive Development in Adolescence,Physical and Cognitive Development in Adolescence
Which consequence is most likely when adolescents experience chronic sleep deprivation- A. Improved attention in class B. Better impulse control C. Irritability and impaired concentration D. Reduced accident risk while driving,Improved attention in class,Better impulse control,Irritability and impaired concentration,Reduced accident risk while driving,3,"Chronic sleep deprivation commonly leads to irritability, poor concentration, reduced academic performance, and weakened emotional regulation.",Medium,Developmental Psychology,Chapter 11: Physical and Cognitive Development in Adolescence,Physical and Cognitive Development in Adolescence
Which adolescent is at greatest risk for developing an eating disorder- A. One with realistic body expectations and strong body satisfaction B. One with intense body image concern and extreme weight-control behavior C. One who participates in regular exercise and balanced eating D. One who receives family support and nutrition education,One with realistic body expectations and strong body satisfaction,One with intense body image concern and extreme weight-control behavior,One who participates in regular exercise and balanced eating,One who receives family support and nutrition education,2,Intense body dissatisfaction and extreme attempts to control weight are strong warning signs and risk factors for eating disorders.,Medium,Developmental Psychology,Chapter 11: Physical and Cognitive Development in Adolescence,Physical and Cognitive Development in Adolescence
